Species,Common name,Review ID,Zotero ID,Method,Site ID,Longitude,Latitude,Radius,Site Location,Sampling,#IDs,#routes,#conns,Years,Months start,Months end,Months sampled,Activities,Comments,,,,,,
THTH,Atlantic Bluefin Tuna,SJNJGZRC_Block_etal_2005_Thth,SJNJGZRC,T,A,-75.21,34.99,10,Western North Atlantic,ARCHIVAL TAG,498,,3,1996; 1997; 1998; 1999; 2000; 2001; 2002; 2003; 2004,JAN; MAR; (UNK),(UNK),,OBS,,,,,,,
THTH,Atlantic Bluefin Tuna,SJNJGZRC_Block_etal_2005_Thth,SJNJGZRC,T,B,-76.14,34.6,1,North Carolina,ARCHIVAL TAG; POP-UP SATELLITE ARCHIVAL TAG (PSAT),216,5,,1996; 1997; 1998; 1999; 2000; 2001; 2002; 2003; 2004,JAN; FEB; DEC; (UNK),MAR; APR; MAY; (UNK),,FEE,,,,,,,
THTH,Atlantic Bluefin Tuna,SJNJGZRC_Block_etal_2005_Thth,SJNJGZRC,T,C,-67.78,42.18,5,Massachusetts,ARCHIVAL TAG; POP-UP SATELLITE ARCHIVAL TAG (PSAT),36,3,,2000; 2001; 2002; 2003,MAY; JUN; (UNK),AUG; DEC; (UNK),,FEE,,,,,,,
THTH,Atlantic Bluefin Tuna,SJNJGZRC_Block_etal_2005_Thth,SJNJGZRC,T,D,-90.17,27.23,10,Gulf of Mexico,ARCHIVAL TAG; POP-UP SATELLITE ARCHIVAL TAG (PSAT),59,2,1,1996; 1997; 1998; 1999; 2000; 2001; 2002; 2003; 2004,APR; (UNK),JUN; (UNK),,SPA,,,,,,,
THTH,Atlantic Bluefin Tuna,SJNJGZRC_Block_etal_2005_Thth,SJNJGZRC,T,E,4.33,38.66,5,Mediterranean,ARCHIVAL TAG; POP-UP SATELLITE ARCHIVAL TAG (PSAT),30,3,1,1996; 1997; 1998; 1999; 2000; 2001; 2002; 2003; 2004,JUN; AUG; (UNK),FEB; JUL; SEP; (UNK),,SPA,,,,,,,
THTH,Atlantic Bluefin Tuna,SJNJGZRC_Block_etal_2005_Thth,SJNJGZRC,T,F,-75.62,24.5,10,Northern Caribbean,ARCHIVAL TAG; POP-UP SATELLITE ARCHIVAL TAG (PSAT),8,,1,1996; 1997; 1998; 1999; 2000; 2001; 2002; 2003; 2004,(UNK),(UNK),,BRE,,,,,,,
THTH,Atlantic Bluefin Tuna,SJNJGZRC_Block_etal_2005_Thth,SJNJGZRC,T,G,-13.84,46.65,10,Northeast Atlantic,ARCHIVAL TAG; POP-UP SATELLITE ARCHIVAL TAG (PSAT),3,3,,1996; 1997; 1998; 1999; 2000; 2001; 2002; 2003; 2004,FEB; JUN; JUL,MAY; JUN,,OBS,,,,,,,
THTH,Atlantic Bluefin Tuna,BV7H2RKK_Stokesbury_etal_2007_Thth,BV7H2RKK,T,A,-7.52,55.36,1,"County Donegal, Ireland",POP-UP SATELLITE ARCHIVAL (PSAT),5,1,,2003; 2004,SEP; OCT,OCT,,FEE,,,,,,,
THTH,Atlantic Bluefin Tuna,BV7H2RKK_Stokesbury_etal_2007_Thth,BV7H2RKK,T,B,-9.89,54.29,1,"County Mayo, Ireland",POP-UP SATELLITE ARCHIVAL (PSAT),1,,,2003,OCT,OCT,,FEE,,,,,,,
THTH,Atlantic Bluefin Tuna,BV7H2RKK_Stokesbury_etal_2007_Thth,BV7H2RKK,T,C,-15,52,1,"Off shelf waters of Ireland (~52, -15)",POP-UP SATELLITE ARCHIVAL (PSAT),3,7,,2003; 2004,MAR; OCT; DEC,FEB; MAY; OCT; NOV; (UNK),,OBS,,,,,,,
THTH,Atlantic Bluefin Tuna,BV7H2RKK_Stokesbury_etal_2007_Thth,BV7H2RKK,T,D,-12.11,53.17,1,Ireland shelf waters,POP-UP SATELLITE ARCHIVAL (PSAT),1,2,,2003; 2004,NOV,DEC,,FEE,,,,,,,
THTH,Atlantic Bluefin Tuna,BV7H2RKK_Stokesbury_etal_2007_Thth,BV7H2RKK,T,E,-32,44,5,Mid-Atlantic Ridge,POP-UP SATELLITE ARCHIVAL (PSAT),3,5,,2004; 2005,NOV; (UNK),DEC; (UNK),,OBS,,,,,,,
THTH,Atlantic Bluefin Tuna,BV7H2RKK_Stokesbury_etal_2007_Thth,BV7H2RKK,T,F,-67.39,25.67,5,Bahamas,POP-UP SATELLITE ARCHIVAL (PSAT),1,1,,2003; 2004,MAR,MAY,,SPA,,,,,,,
THTH,Atlantic Bluefin Tuna,BV7H2RKK_Stokesbury_etal_2007_Thth,BV7H2RKK,T,G,-13.33,38.17,1,southwest Portugal,POP-UP SATELLITE ARCHIVAL (PSAT),1,1,,2003; 2004,APR,APR,,OBS,,,,,,,
THTH,Atlantic Bluefin Tuna,BV7H2RKK_Stokesbury_etal_2007_Thth,BV7H2RKK,T,H,-50,40,1,west of mid Atlantic Ridge,POP-UP SATELLITE ARCHIVAL (PSAT),1,2,,2004; 2005,FEB,MAR,,OBS,,,,,,,
THTH,Atlantic Bluefin Tuna,BV7H2RKK_Stokesbury_etal_2007_Thth,BV7H2RKK,T,I,13.90825,35.54716,1,southwest of Malta in Mediterranean Sea,POP-UP SATELLITE ARCHIVAL (PSAT),1,1,,2004; 2005,MAY,JUN,,OBS,,,,,,,
THTH,Atlantic Bluefin Tuna,U5HVF36Q_Wilson_etal_2015_Thth,U5HVF36Q,T,A,-62.8,46.9,1,Southern Gulf of St. Lawrence,POP-UP SATELLITE ARCHIVAL TAG (PSAT),96,7,,2007; 2008; 2009; 2010; 2011; 2012; 2013,JUN; JUL; SEP; OCT; (UNK),JUN; JUL; AUG; OCT; DEC; (UNK),,FEE,,,,,,,
THTH,Atlantic Bluefin Tuna,U5HVF36Q_Wilson_etal_2015_Thth,U5HVF36Q,T,B,-90.04,26.56,10,Gulf of Mexico,POP-UP SATELLITE ARCHIVAL TAG (PSAT),50,3,,2008; 2009; 2010; 2011; 2012; 2013; 2014,JAN; FEB; MAR; APR; DEC; (UNK),APR; MAY; JUN; (UNK),,BRE,,,,,,,
THTH,Atlantic Bluefin Tuna,U5HVF36Q_Wilson_etal_2015_Thth,U5HVF36Q,T,C,9.71,38.49,1,Tyrrhenian Sea,POP-UP SATELLITE ARCHIVAL TAG (PSAT),3,1,,2009; 2012,MAY,JUN,,BRE,,,,,,,
THTH,Atlantic Bluefin Tuna,U5HVF36Q_Wilson_etal_2015_Thth,U5HVF36Q,T,D,-78.5,27,5,Northern Bahamas,POP-UP SATELLITE ARCHIVAL TAG (PSAT),6,5,,2009; 2011,JAN; FEB; DEC,FEB; MAR; APR,,OBS,,,,,,,
THTH,Atlantic Bluefin Tuna,U5HVF36Q_Wilson_etal_2015_Thth,U5HVF36Q,T,E,-67.48,36.17,10,Western Atlantic,POP-UP SATELLITE ARCHIVAL TAG (PSAT),27,3,,2008; 2010; 2011; 2012; 2013; 2014,APR; NOV; (UNK),JAN; FEB; MAR; APR; MAY; JUN; JUL; NOV; DEC,,OBS,,,,,,,
THTH,Atlantic Bluefin Tuna,U5HVF36Q_Wilson_etal_2015_Thth,U5HVF36Q,T,F,-75.71,24.52,5,Coast of Florida outside GOM,POP-UP SATELLITE ARCHIVAL TAG (PSAT),9,1,,2007; 2011; 2012; 2013,(UNK),JAN; FEB; MAR; APR; DEC,,OBS,,,,,,,
THTH,Atlantic Bluefin Tuna,U5HVF36Q_Wilson_etal_2015_Thth,U5HVF36Q,T,G,-17.9,40.71,10,East Atlantic,POP-UP SATELLITE ARCHIVAL TAG (PSAT),6,5,,2011; 2012,APR; MAY; (UNK),APR; MAY; JUN,,OBS,,,,,,,
THTH,Atlantic Bluefin Tuna,U5HVF36Q_Wilson_etal_2015_Thth,U5HVF36Q,T,H,-39.55,42.17,5,North Central Atlantic,POP-UP SATELLITE ARCHIVAL TAG (PSAT),5,1,,2011; 2013,JUL; (UNK),MAR; APR; JUL,,OBS,,,,,,,
THTH,Atlantic Bluefin Tuna,UWAD93VM_Brill_etal_2002_Thth,UWAD93VM,T,A,-73.6,36.5,1,"Offshore coast of Virginia (36.5000, -73.6000)",ACOUSTIC/SONIC TAG (TELEMETRY),5,,,1998,JUN; JUL,JUN; JUL,,FEE,,,,,,,
THTH,Atlantic Bluefin Tuna,V2AS4MX2_Wilson_etal_2005_Thth,V2AS4MX2,T,A,-67.86,41.36,5,"Gulf of Maine (waters north of 40 N, west of 65 W)",POP-UP SATELLITE ARCHIVAL TAG (PSAT),59,4,,2002; 2003,JUL; AUG; SEP; OCT; (UNK),FEB; APR; MAY; JUN; JUL; AUG; SEP; OCT; NOV; DEC; (UNK),,FEE,,,,,,,
THTH,Atlantic Bluefin Tuna,V2AS4MX2_Wilson_etal_2005_Thth,V2AS4MX2,T,B,-74.5,35.8,5,"Waters off VA and NC (South of 38 N, West of 73 W)",POP-UP SATELLITE ARCHIVAL TAG (PSAT),19,3,,2002; 2003,JAN; NOV; (UNK),JAN; FEB; MAR; MAY; OCT; NOV; DEC; (UNK),,FEE,,,,,,,
THTH,Atlantic Bluefin Tuna,V2AS4MX2_Wilson_etal_2005_Thth,V2AS4MX2,T,C,-59.04,38.79,10,Northwest Atlantic,POP-UP SATELLITE ARCHIVAL TAG (PSAT),11,3,,2002; 2003,MAR; (UNK),JAN; FEB; MAR; JUN; (UNK),,FEE,,,,,,,
THTH,Atlantic Bluefin Tuna,V39GAXND_Block_etal_2003_Thth,V39GAXND,T,A,-74.6,35,5,North Carolina,ARCHIVAL TAG,65,7,,1997; 1998; 1999,JAN; FEB; MAR; DEC; (UNK),(UNK),,FEE,,,,,,,
THTH,Atlantic Bluefin Tuna,V39GAXND_Block_etal_2003_Thth,V39GAXND,T,B,-69,41,5,New England,ARCHIVAL TAG,39,5,,1997; 1998; 1999; 2000; 2001; 2002; 2003,JUN; (UNK),MAY; JUN; JUL; AUG; SEP; OCT; NOV; (UNK),,FEE,,,,,,,
THTH,Atlantic Bluefin Tuna,V39GAXND_Block_etal_2003_Thth,V39GAXND,T,C,-61,45,1,Canada near Nova Scotia,ARCHIVAL TAG,3,1,,1998; 1999,(UNK),AUG; OCT,,FEE,,,,,,,
THTH,Atlantic Bluefin Tuna,V39GAXND_Block_etal_2003_Thth,V39GAXND,T,D,-44.8,53.88,1,Near Flemish Cap,ARCHIVAL TAG,5,1,,1998; 1999; 2001,(UNK),MAR; AUG; OCT; DEC,,FEE,,,,,,,
THTH,Atlantic Bluefin Tuna,V39GAXND_Block_etal_2003_Thth,V39GAXND,T,E,-83,24,1,Cuba,ARCHIVAL TAG,3,1,,1999; 2000,(UNK),APR; MAY,,OBS,,,,,,,
THTH,Atlantic Bluefin Tuna,V39GAXND_Block_etal_2003_Thth,V39GAXND,T,F,12.85,36.87,1,Mediterranean Sea Near Sicily,ARCHIVAL TAG,8,2,,1997; 1999; 2000; 2001,JUN; (UNK),MAY; JUN; OCT,,BRE,,,,,,,
THTH,Atlantic Bluefin Tuna,V39GAXND_Block_etal_2003_Thth,V39GAXND,T,G,-6.2,35.22,1,Near Gibraltar,ARCHIVAL TAG,10,4,,2000; 2001; 2002,(UNK),MAR; APR; MAY; JUN; AUG; (UNK),,OBS,,,,,,,
THTH,Atlantic Bluefin Tuna,V39GAXND_Block_etal_2003_Thth,V39GAXND,T,H,-32,52,5,North Central Atlantic,ARCHIVAL TAG,4,6,,1999; 2000,MAY; (UNK),SEP; OCT; DEC; (UNK),,FEE,,,,,,,
THTH,Atlantic Bluefin Tuna,V39GAXND_Block_etal_2003_Thth,V39GAXND,T,I,2.5,37.75,5,Mediterranean Sea near Balearic Islands,ARCHIVAL TAG,2,1,,2001,MAR,JUN,,BRE,,,,,,,
THTH,Atlantic Bluefin Tuna,V39GAXND_Block_etal_2003_Thth,V39GAXND,T,J,-75,35,5,North Carolina (PSAT),POP-UP SATELLITE ARCHIVAL (PSAT),2,,,1997; 1999; 2000; 2001; 2002,(UNK),(UNK),,FEE,,,,,,,
THTH,Atlantic Bluefin Tuna,V39GAXND_Block_etal_2003_Thth,V39GAXND,T,K,-67.5,40,5,New England (PSAT),POP-UP SATELLITE ARCHIVAL (PSAT),2,,,1998; 2000; 2001; 2002,(UNK),(UNK),,FEE,,,,,,,
THTH,Atlantic Bluefin Tuna,V39GAXND_Block_etal_2003_Thth,V39GAXND,T,L,-90,25,5,Gulf of Mexico (PSAT),POP-UP SATELLITE ARCHIVAL (PSAT),,,,1999; 2000; 2001; 2002,(UNK),(UNK),,BRE,,,,,,,
THTH,Atlantic Bluefin Tuna,V39GAXND_Block_etal_2003_Thth,V39GAXND,T,M,-87.5,27.5,5,Gulf of Mexico,ARCHIVAL TAG,3,4,,1999; 2000,JUN; (UNK),JUN; (UNK),,BRE,,,,,,,
THTH,Atlantic Bluefin Tuna,V39GAXND_Block_etal_2003_Thth,V39GAXND,T,N,-78,25,1,Bahamas,ARCHIVAL TAG,3,4,,2000; 2001,JAN; (UNK),FEB; (UNK),,BRE,,,,,,,
THTH,Atlantic Bluefin Tuna,XRID5PEC_Aranda_etal_2013_Thth,XRID5PEC,T,A,2,39,5,"Around Balearic Islands (39 N, 0.6 - 2.0 E)",POP-UP SATELLITE ARCHIVAL (PSAT),47,4,,2009; 2010; 2011,JUN,JUN; JUL; (UNK),,SPA,,,,,,,
THTH,Atlantic Bluefin Tuna,XRID5PEC_Aranda_etal_2013_Thth,XRID5PEC,T,B,-5.59,35.95,1,Strait of Gibraltar,POP-UP SATELLITE ARCHIVAL (PSAT),5,1,,2010,(UNK),JUL,,MIG,,,,,,,
THTH,Atlantic Bluefin Tuna,XRID5PEC_Aranda_etal_2013_Thth,XRID5PEC,T,C,-10,42.5,5,Western Iberian Coast,POP-UP SATELLITE ARCHIVAL (PSAT),7,1,,2009; 2010; 2011,(UNK),JUL; AUG; SEP,,MIG,,,,,,,
THTH,Atlantic Bluefin Tuna,XRID5PEC_Aranda_etal_2013_Thth,XRID5PEC,T,D,-5,45,5,Bay of Biscay,POP-UP SATELLITE ARCHIVAL (PSAT),2,1,,2010,(UNK),AUG,,MIG,,,,,,,
THTH,Atlantic Bluefin Tuna,XRID5PEC_Aranda_etal_2013_Thth,XRID5PEC,T,E,-19,56,5,North Atlantic Area,POP-UP SATELLITE ARCHIVAL (PSAT),7,1,,2009; 2010; 2011,(UNK),AUG; SEP; OCT; NOV,,OBS,,,,,,,
XIGL,Swordfish,B8WXHQ46_Carey_and_Robison_1981_Xigl,B8WXHQ46,T,A,-109,23,1,"Baja California, Mexico",ACOUSTIC/SONIC TAG (TELEMETRY),6,,,1977,APR; MAY,APR; MAY,,FEE,,,,,,,
XIGL,Swordfish,B8WXHQ46_Carey_and_Robison_1981_Xigl,B8WXHQ46,T,B,-74.3,36,1,"Cape Hatteras, NC",ACOUSTIC/SONIC TAG (TELEMETRY),2,,,1977,NOV,NOV,,FEE,,,,,,,
XIGL,Swordfish,EW2FSK9A_Dewar_etal_2011_Xigl,EW2FSK9A,T,A,-78.43,22.6,5,western North-Atlantic-Caribbean,POP-UP SATELLITE ARCHIVAL (PSAT),7,,3,2003; 2004; 2006,MAY; JUL; SEP,MAY; OCT; NOV; (UNK),,FEE,,,,,,,
XIGL,Swordfish,EW2FSK9A_Dewar_etal_2011_Xigl,EW2FSK9A,T,B,-160,29,10,central Pacific,POP-UP SATELLITE ARCHIVAL (PSAT),9,,3,2001; 2002; 2004,APR; MAY,APR; (UNK),,FEE; SPA,,,,,,,
XIGL,Swordfish,EW2FSK9A_Dewar_etal_2011_Xigl,EW2FSK9A,T,C,-120,30,10,eastern Pacific (Southern California Bight),POP-UP SATELLITE ARCHIVAL (PSAT),14,,3,2002; 2003; 2004; 2005; 2006,FEB; AUG; SEP; OCT; NOV; DEC,OCT; NOV; DEC; (UNK),,FEE,,,,,,,
XIGL,Swordfish,EW2FSK9A_Dewar_etal_2011_Xigl,EW2FSK9A,T,D,-75,17,1,Central Caribbean Sea,POP-UP SATELLITE ARCHIVAL (PSAT),1,,1,2003,(UNK),OCT,,FEE,,,,,,,
XIGL,Swordfish,EW2FSK9A_Dewar_etal_2011_Xigl,EW2FSK9A,T,E,-59,40,5,Georges Bank,POP-UP SATELLITE ARCHIVAL (PSAT),1,,1,2004,(UNK),JUL,,FEE,,,,,,,
XIGL,Swordfish,EW2FSK9A_Dewar_etal_2011_Xigl,EW2FSK9A,T,F,-86.5,23,1,Gulf of Mexico,POP-UP SATELLITE ARCHIVAL (PSAT),1,,1,2004,(UNK),JUL,,FEE,,,,,,,
XIGL,Swordfish,EW2FSK9A_Dewar_etal_2011_Xigl,EW2FSK9A,T,G,-115,27.9,1,Baja California,POP-UP SATELLITE ARCHIVAL (PSAT),1,,1,2005,(UNK),FEB,,FEE,,,,,,,
XIGL,Swordfish,EW2FSK9A_Dewar_etal_2011_Xigl,EW2FSK9A,T,H,-135,20,10,southeast Central Pacific,POP-UP SATELLITE ARCHIVAL (PSAT),11,,2,2002; 2003; 2004; 2005; 2006,(UNK),JAN; FEB; MAR; OCT; NOV; DEC,,FEE,,,,,,,
XIGL,Swordfish,EW2FSK9A_Dewar_etal_2011_Xigl,EW2FSK9A,T,I,-160,21,10,near Hawaiian Islands,POP-UP SATELLITE ARCHIVAL (PSAT),5,,2,2001; 2002; 2003,(UNK),FEB; APR; MAY; JUN; JUL,,FEE,,,,,,,
XIGL,Swordfish,EW2FSK9A_Dewar_etal_2011_Xigl,EW2FSK9A,T,J,-155.5,37,5,north central Pacific,POP-UP SATELLITE ARCHIVAL (PSAT),2,,1,2001; 2002,(UNK),JUL; OCT,,FEE,,,,,,,
XIGL,Swordfish,FEEID3SX_Abascal_etal_2015_Xigl,FEEID3SX,T,A,-45,37.5,5,Grand Banks,POP-UP SATELLITE ARCHIVAL (PSAT),15,5,,2008,JUN; AUG; OCT; NOV,AUG; SEP; OCT; NOV; DEC; (UNK),,OBS,,,,,,,
XIGL,Swordfish,FEEID3SX_Abascal_etal_2015_Xigl,FEEID3SX,T,B,-22.5,21.5,5,Cape Verde,POP-UP SATELLITE ARCHIVAL (PSAT),9,4,,2008; 2010,AUG; NOV; DEC,OCT; DEC; (UNK),,OBS,,,,,,,
XIGL,Swordfish,FEEID3SX_Abascal_etal_2015_Xigl,FEEID3SX,T,C,-37,5,5,Middle-Atlantic between Northeast Brazil and the Northwest coast of Africa,POP-UP SATELLITE ARCHIVAL (PSAT),3,3,,2008,MAR; APR,MAR; MAY,,OBS,,,,,,,
XIGL,Swordfish,FEEID3SX_Abascal_etal_2015_Xigl,FEEID3SX,T,D,-48,30,10,South to 25 degrees N,POP-UP SATELLITE ARCHIVAL (PSAT),4,3,,2008,FEB; MAR; DEC,JAN; FEB; MAR,,OBS,,,,,,,
XIGL,Swordfish,FEEID3SX_Abascal_etal_2015_Xigl,FEEID3SX,T,E,-35,15,10,South between 10 degrees N and 20 degrees N,POP-UP SATELLITE ARCHIVAL (PSAT),2,1,,2010,FEB,JUN,,OBS,,,,,,,
XIGL,Swordfish,FEEID3SX_Abascal_etal_2015_Xigl,FEEID3SX,T,F,-10,43,1,North Iberian Peninsula,POP-UP SATELLITE ARCHIVAL (PSAT),2,1,,2010,NOV,NOV,,OBS,,,,,,,
XIGL,Swordfish,FEEID3SX_Abascal_etal_2015_Xigl,FEEID3SX,T,G,-29,19,1,West of Cape Verde,POP-UP SATELLITE ARCHIVAL (PSAT),2,1,,2010,FEB,FEB,,OBS,,,,,,,
XIGL,Swordfish,FEEID3SX_Abascal_etal_2015_Xigl,FEEID3SX,T,H,-66,40,1,Georges Bank,POP-UP SATELLITE ARCHIVAL (PSAT),2,1,,2008,MAY,MAY,,OBS,,,,,,,
XIGL,Swordfish,FEEID3SX_Abascal_etal_2015_Xigl,FEEID3SX,T,I,-43,44,5,North of 40 degrees N,POP-UP SATELLITE ARCHIVAL (PSAT),2,1,,2008,AUG,SEP,,OBS,,,,,,,
XIGL,Swordfish,G2SU6J8P_Takahashi_etal_2003_Xigl,G2SU6J8P,T,A,142.16,38.13,1,"East Coast of Japan (38.13, 142.16)",Archival Tag,2,,2,1999; 2000,MAY; JUL,JUN; JUL,,FEE,,,,,,,
XIGL,Swordfish,G2SU6J8P_Takahashi_etal_2003_Xigl,G2SU6J8P,T,B,133,33,1,Kuroshio,Archival Tag,2,,2,1999; 2000,JUL,JUL,,FEE,,,,,,,
XIGL,Swordfish,G2SU6J8P_Takahashi_etal_2003_Xigl,G2SU6J8P,T,C,151,42.7,5,Oyashio Water Area (40-43 degrees N),Archival Tag,2,,2,1999; 2000,AUG,OCT,,FEE,,,,,,,
XIGL,Swordfish,G2SU6J8P_Takahashi_etal_2003_Xigl,G2SU6J8P,T,D,150,30,5,"Kuroshio-Oyashio Transition Area, South of Kuroshio Extenstion",Archival Tag,2,,2,1999; 2000,OCT,MAR,,WIN,,,,,,,
XIGL,Swordfish,H9GGFMQD_Abascal_etal_2010_XIGL,H9GGFMQD,T,A,-83,-22,5,"Nazca Ridge, Chile",PSAT,22,2,,2007,MAR; APR; MAY; JUN,MAR; MAY; JUN; (UNK),,FEE,,,,,,,
XIGL,Swordfish,H9GGFMQD_Abascal_etal_2010_XIGL,H9GGFMQD,T,B,-97,-3,5,North/North western South Pacific Ocean,PSAT,5,2,,2007,MAY; JUL; SEP,OCT; (UNK),,FEE,,,,,,,
XIGL,Swordfish,H9GGFMQD_Abascal_etal_2010_XIGL,H9GGFMQD,T,C,-92,-14,5,Midpoint between Northern most position and Nazca Ridge,PSAT,3,1,,2007,OCT,SEP; DEC,,FEE,,,,,,,
XIGL,Swordfish,H9GGFMQD_Abascal_etal_2010_XIGL,H9GGFMQD,T,D,-102,-12,1,Western South Pacific,PSAT,3,1,,2007,SEP,AUG; OCT,,FEE,,,,,,,
XIGL,Swordfish,INGGKTSA_Abecassis_etal_2012_Xigl,INGGKTSA,T,A,-117.43,32.62,1,"Eastern North Pacific (near San Diego, Southern California)",POP-UP SATELLITE ARCHIVAL (PSAT),25,3,1,2002; 2003; 2004; 2005; 2006; 2007; 2008,JUL; AUG; SEP; OCT; NOV; DEC; (UNK),JAN; FEB; OCT; NOV; DEC; (UNK),,FEE,,,,,,,
XIGL,Swordfish,INGGKTSA_Abecassis_etal_2012_Xigl,INGGKTSA,T,B,-153,25,5,Central North Pacific (near Hawaii),POP-UP SATELLITE ARCHIVAL (PSAT),16,4,1,2002; 2003; 2004; 2005; 2006; 2007; 2008,FEB; MAR; JUL; (UNK),JAN; FEB; APR; MAY; JUN; OCT; DEC; (UNK),,FEE,,,,,,,
XIGL,Swordfish,INGGKTSA_Abecassis_etal_2012_Xigl,INGGKTSA,T,C,-111.18,21.5,5,South Baja Mexico,POP-UP SATELLITE ARCHIVAL (PSAT),9,2,,2002; 2003; 2004; 2005; 2006; 2007; 2008,(UNK),JAN; FEB; (UNK),,FEE,,,,,,,
XIGL,Swordfish,INGGKTSA_Abecassis_etal_2012_Xigl,INGGKTSA,T,D,-140,20,10,North Pacific,POP-UP SATELLITE ARCHIVAL (PSAT),1,1,,2002; 2003; 2004; 2005; 2006; 2007; 2008,(UNK),AUG,,FEE,,,,,,,
XIGL,Swordfish,KCUEW7PA_Sedberry_and_Loefer_2001_XIGL,KCUEW7PA,T,A,-78,32,1,Charleston Bump,PSAT,30,5,,2000,APR; MAY,(UNK),,FEE,,,,,,,
XIGL,Swordfish,KCUEW7PA_Sedberry_and_Loefer_2001_XIGL,KCUEW7PA,T,B,-77,33,1,"Roughly ~(33.0, -77.0)",PSAT,4,1,,2000,(UNK),JUN; JUL,,OBS,,,,,,,
XIGL,Swordfish,KCUEW7PA_Sedberry_and_Loefer_2001_XIGL,KCUEW7PA,T,C,-73.67,38.26,5,"Norfolk Canyon, Wilmington Canyon, Hudson Canyon areas",PSAT,6,1,,2000,(UNK),JUL; AUG,,OBS,,,,,,,
XIGL,Swordfish,KCUEW7PA_Sedberry_and_Loefer_2001_XIGL,KCUEW7PA,T,D,-62.5,33.66,1,East towards Bermuda and Muir Seamount,PSAT,5,1,,2000,(UNK),(UNK),,OBS,,,,,,,
XIGL,Swordfish,KCUEW7PA_Sedberry_and_Loefer_2001_XIGL,KCUEW7PA,T,E,-74.03,28.83,1,"Roughly ~(28.83, - 74.03)",PSAT,2,1,,2000,(UNK),AUG,,OBS,,,,,,,
XIGL,Swordfish,KCUEW7PA_Sedberry_and_Loefer_2001_XIGL,KCUEW7PA,T,F,-51,40,5,"Northeast Atlanic near Lat. ~40, Long. Between -45.0 and 58.0",PSAT,5,1,,2000,(UNK),JUL; AUG,,OBS,,,,,,,
XIGL,Swordfish,FU9MTDD3_Luckhurst_2007_Xigl,FU9MTDD3,MR,A,-64,40,10,northwest North Atlantic Ocean,Unk (Mark-recapture),10771,,1,1997,JUL; (UNK),JUL; (UNK),,OBS,,,,,,,
XIGL,Swordfish,FU9MTDD3_Luckhurst_2007_Xigl,FU9MTDD3,MR,B,-64.794554,32.345442,1,Bermuda,Unk (Mark-recapture),Unk,,1,,DEC; (UNK),DEC; (UNK),,OBS,,,,,,,
XIGL,Swordfish,FU9MTDD3_Luckhurst_2007_Xigl,FU9MTDD3,MR,C,-49,44,10,north-central North Atlantic Ocean,Unk (Mark-recapture),Unk,,2,,(UNK),(UNK),,OBS,,,,,,,
XIGL,Swordfish,FU9MTDD3_Luckhurst_2007_Xigl,FU9MTDD3,MR,D,-58,14,10,South Atlantic Ocean,Unk (Mark-recapture),Unk,,1,,(UNK),(UNK),,OBS,,,,,,,
XIGL,Swordfish,FU9MTDD3_Luckhurst_2007_Xigl,FU9MTDD3,MR,E,-78,29,10,southwest North Atlantic Ocean,Unk (Mark-recapture),Unk,,2,,(UNK),(UNK),,OBS,,,,,,,
XIGL,Swordfish,FU9MTDD3_Luckhurst_2007_Xigl,FU9MTDD3,MR,F,-89.482559,27.127212,5,Gulf of Mexico,Unk (Mark-recapture),Unk,,1,,(UNK),(UNK),,OBS,,,,,,,
XIGL,Swordfish,FU9MTDD3_Luckhurst_2007_Xigl,FU9MTDD3,MR,G,-64.952238,16.096523,5,Caribbean Sea,Unk (Mark-recapture),Unk,,1,,(UNK),(UNK),,OBS,,,,,,,
XIGL,Swordfish,FU9MTDD3_Luckhurst_2007_Xigl,FU9MTDD3,MR,H,-50,17,5,south-central North Atlantic Ocean,Unk (Mark-recapture),Unk,,1,,(UNK),(UNK),,OBS,,,,,,,
XIGL,Swordfish,FU9MTDD3_Luckhurst_2007_Xigl,FU9MTDD3,MR,I,-12,38,5,northeast North Atlantic Ocean (near Portugal),Unk (Mark-recapture),Unk,,1,,(UNK),(UNK),,OBS,,,,,,,
XIGL,Swordfish,FU9MTDD3_Luckhurst_2007_Xigl,FU9MTDD3,MR,J,-73.610362,37.078767,10,Eastern seaboard U.S.,Unk (Mark-recapture),Unk,,1,,(UNK),(UNK),,OBS,Large area beyond 10 degrees,,,,,,
XIGL,Swordfish,FU9MTDD3_Luckhurst_2007_Xigl,FU9MTDD3,T,K,-73.95,20.09,1,Windward Passage,POP-UP SATELLITE ARCHIVAL (PSAT),1,1,,2004,(UNK),(UNK),,OBS,,,,,,,
XIGL,Swordfish,FU9MTDD3_Luckhurst_2007_Xigl,FU9MTDD3,T,L,-45,40,10,north-central North Atlantic Ocean,POP-UP SATELLITE ARCHIVAL (PSAT),1,1,,2004,(UNK),(UNK),,OBS,,,,,,,
XIGL,Swordfish,FU9MTDD3_Luckhurst_2007_Xigl,FU9MTDD3,T,M,-80,26,5,Florida,POP-UP SATELLITE ARCHIVAL (PSAT),1,,1,,(UNK),(UNK),,OBS,,,,,,,
XIGL,Swordfish,FU9MTDD3_Luckhurst_2007_Xigl,FU9MTDD3,T,N,-73,22,5,Caribbean Sea,POP-UP SATELLITE ARCHIVAL (PSAT),1,,1,,(UNK),(UNK),,OBS,,,,,,,
